question,Context1,Context2,Answer,Ground_truth,Long_answer,pubid,response_time,retrieval_score_1,retrieval_score_2,question_id,embedding_model,embedding_dimension,year,meshes
Does maternal obesity have an influence on feeding behavior of obese children?,"Obese children and adolescents referred to the pediatric endocrinology department were enrolled consecutively. Height and weight of all children and their mothers were measured. Maternal feeding practices were measured using an adapted version of the Child Feeding Questionnaire (CFQ). Answers were compared between obese (Body Mass Index [BMI] ≥ 30 kg/m2) and non-obese mothers. A total of 491 obese subjects (292 girls, mean age 12.0 ± 2.8 years) and their mothers participated in this study. A direct correlation between children's BMI and their mothers' BMI was found (P<0.001) both in girls (r = 0.372) and boys (r = 0.337). While 64.4% of mothers were found obese in the study, only half of them consider themselves as obese. No difference were found in the scores of the subscales ""perceived responsibility"", ""restriction"", ""concern for child's weight"" and ""monitoring"" between obese and non-obese mothers. Child's BMI-SDS positively correlated with mothers' personal weight perception, concern for child's weight and restriction after adjustment for child's age (P<0.001, P = 0.012 and P = 0.002, respectively).","It has been suggested that increasing obesity levels in young women lead to intrauterine environments that, in turn, stimulate increased obesity among their offspring, generating an intergenerational acceleration of obesity levels. If this mechanism is important, the association of maternal body mass index (BMI) with offspring BMI should be stronger than the association of paternal with offspring BMI. To compare the relative strengths of association of maternal and paternal BMI with offspring BMI at age 7.5, taking into account the possible effect of non-paternity. We compared strength of association for maternal-offspring and paternal-offspring BMI for 4654 complete parent-offspring trios in the Avon Longitudinal Study of Parents and Children (ALSPAC), using unstandardised and standardised regression analysis. We carried out a sensitivity analysis to investigate the influence of non-paternity on these associations. The strength of association between parental BMI and offspring BMI at age 7.5 was similar for both parents. Taking into account correlations between maternal and paternal BMI, performing standardised rather than unstandardised regression and carrying out a sensitivity analysis for non-paternity emphasised the robustness of the general similarity of the associations. The associations between high parental BMI (top decile) and offspring BMI are also similar for both parents.","Yes, there is a positive correlation between maternal obesity and certain aspects of feeding behavior in obese children.",no,"Mothers' BMI highly correlate with children's BMI-z-scores. The degree of child's obesity increases mothers' concern and food restriction behavior. While mothers of obese children have a high prevalence of obesity, maternal obesity was found to have no significant influence on feeding behavior of obese school children.",25034219,0.6197900772094727,1.0,0.7151494026184082,126,PubMedRAG,768,2015,"['Adolescent', 'Body Mass Index', 'Child', 'Cross-Sectional Studies', 'Feeding Behavior', 'Female', 'Humans', 'Male', 'Mother-Child Relations', 'Mothers', 'Obesity', 'Pediatric Obesity', 'Prevalence', 'Surveys and Questionnaires']"
Double reading of barium enemas: is it necessary?,"The purpose of our study was to determine the effectiveness, clinical impact, and feasibility of double reading barium enemas. Independent double readings of 1,003 consecutive barium enemas (822 double- and 181 single-contrast examinations) were prospectively performed. From this pool of 1,003 examinations, 994 were included in our study. Examinations showing at least one polyp or carcinoma 5 mm or larger were considered to have positive results. For combined readings, results were considered positive if either of the two interpreters reported finding a polyp or carcinoma. A McNemar test was used to compare the first reader's results with the combined results of the first and second readers. Results were retrospectively correlated with endoscopic or surgical results in 360 patients, and agreement between first and combined readings and endoscopic results was determined. Adding a second reader increased the number of positive results on examinations from 249 to 315 (p<0.0001) and resulted in potential alteration of clinical treatment in 98 patients (9.9%). Sensitivity of the first and combined readings for detection of all lesions was identical, 76.3% (95% CI, 65.4-87.1%). Specificity decreased from 91.0% (95% CI, 87.9-94.3%) for the first reading to 86.4% (95% CI, 82.2-90.0%) for the combined reading. The overall measurement of agreement decreased from a kappa value of 61.8 (95% CI, 51.2-72.4%) for the first reading to 52.9 (95% CI, 42.2-63.6%) for the combined reading. The second reading required an average of 3.3 min. Sensitivity for the detection of adenocarcinomas was 100%.","The present study aims to compare strength, healing, and operation time of experimental intestinal anastomoses performed by polyglactin 910 (Vicryl; Ethicon, Edinburgh, United Kingdom) sutures with ethyl-2-cyanoacrylate glue (Pattex; Henkel, Dusseldorf, Germany). Ninety-six Sprague-Dawley rats were divided into 2 (groups E and L). Each group was further subdivided into 6 subgroups (EA1, EA2, EA3, EB1, EB2, EB3, LA1, LA2, LA3, LB1, LB2, LB3), each containing 8 rats. Intestinal anastomosis was performed by polyglactin 910 sutures in A subgroups and with ethyl-2-cyanoacrylate in B subgroups. The anastomosis was end to end in A1 and B1, side to side in A2 and B2, and end to side in A3 and B3. Time for anastomosis performance (AT) was recorded. In group E, bursting pressures and hydroxyproline levels were determined on the second postoperative day, whereas in group L, the same measurements were made on the sixth postoperative day. One-way analysis of variance was used for analyses of variance in the groups. Quantitative data were analyzed with Student's t test. P value was considered significant at less than .05. There was no significant difference between bursting pressures of subgroup pairs on both postoperative days 2 and 6. Hydroxyproline levels and AT were significantly better in B subgroups.","Yes, based on the provided context from the abstracts, adding a second reader increases the number of positive results and can potentially alter clinical treatment in a significant percentage of cases.",no,"Although feasible, double reading of barium enemas does not improve sensitivity for detection of polyps and produces a higher false-positive rate.",14627582,0.9148321151733398,1.0,0.5533255934715271,127,PubMedRAG,768,2003,"['Adult', 'Barium Sulfate', 'Colonic Polyps', 'Colorectal Neoplasms', 'Contrast Media', 'Enema', 'False Positive Reactions', 'Female', 'Humans', 'Male', 'Middle Aged', 'Observer Variation', 'Prospective Studies', 'Radiography', 'Reproducibility of Results', 'Sensitivity and Specificity']"
Does the investing layer of the deep cervical fascia exist?,"The placement of the superficial cervical plexus block has been the subject of controversy. Although the investing cervical fascia has been considered as an impenetrable barrier, clinically, the placement of the block deep or superficial to the fascia provides the same effective anesthesia. The underlying mechanism is unclear. The aim of this study was to investigate the three-dimensional organization of connective tissues in the anterior region of the neck. Using a combination of dissection, E12 sheet plastination, and confocal microscopy, fascial structures in the anterior cervical triangle were examined in 10 adult human cadavers. In the upper cervical region, the fascia of strap muscles in the middle and the fasciae of the submandibular glands on both sides formed a dumbbell-like fascia sheet that had free lateral margins and did not continue with the sternocleidomastoid fascia. In the lower cervical region, no single connective tissue sheet extended directly between the sternocleidomastoid muscles. The fascial structure deep to platysma in the anterior cervical triangle comprised the strap fascia.","Vaginal intraepithelial neoplasia is a little known disease which could be related to risk factors different from simple HPV infections. To ascertain wheter vaginal lesions have a natural history similar to cervical lesions.MATERIALS & A retrospective study to identify patients with vaginal lesions and synchronous cervical lesions through biopsy. The rate of mild cervical lesions (koilocytosis, warts, CIN I with and without koilocytosis) was compared with the rate of severe cervical lesions (CIN II and III, cervical carcinoma) in patients with mild vaginal lesions (warts and koilocytosis, and low-grade VAIN) and in patients with severe vaginal lesions (high-grade VAIN). Using koilocytosis as a marker, the rate of ""active"" cervical lesions was compared with the rate of ""non active"" cervical lesions in patients with ""active"" versus ""non active"" vaginal lesions. Finally, the rates of mild and severe cervical lesions were compared among each group of VAIN (low-grade, high-grade, with or without koilocytosis). In patients with mild vaginal lesions, mild cervical lesions were significantly more frequent than severe cervical lesions. In patients with ""active"" vaginal lesions the rate of ""active"" cervical lesions was significantly higher than ""non active"" cervical lesions. The differences in rates of mild cervical lesions and severe cervical lesions among patients with high-grade VAIN and low-grade VAIN (with and without koilocytosis) were not significant.","Yes, based on the provided context from the medical abstracts, it does appear that the investing layer of the deep cervical fascia exists.",no,"This study provides anatomical evidence to indicate that the so-called investing cervical fascia does not exist in the anterior triangle of the neck. Taking the previous reports together, the authors' findings strongly suggest that deep potential spaces in the neck are directly continuous with the subcutaneous tissue.",16249670,0.7671027183532715,1.0,0.48160630464553833,128,PubMedRAG,768,2005,"['Aged', 'Aged, 80 and over', 'Cervical Plexus', 'Collagen', 'Connective Tissue', 'Epoxy Compounds', 'Female', 'Humans', 'Male', 'Microscopy, Confocal', 'Neck', 'Neck Muscles', 'Plastic Embedding']"
Is a 9-month treatment sufficient in tuberculous enterocolitis?,"To determine whether decreasing lengths of stay over time for selected diagnostic categories were associated with increased hospital readmission rates and mean number of physician visits after discharge. Retrospective descriptive study. The seven large (125 beds or more) acute care hospitals in Winnipeg. Manitoba residents admitted to any one of the seven hospitals because acute myocardial infarction (AMI), bronchitis or asthma, transurethral prostatectomy (TURP) and uterine or adnexal procedures for nonmalignant disease during the fiscal years 1989-90 to 1992-93. Patients from out of province, those who died in hospital, those with excessively long stays (more than 60 days) and those who were transferred to or from another institution were excluded. Length of hospital stay, and rate of readmission within 30 days after discharge for all four categories and mean number of physician visits within 30 days after discharge for two categories (AMI and bronchitis or asthma. The length of stay decreased significantly over the 4 years for all of the four categories, the smallest change being observed for patients with AMI (11.1%) and the largest for those with bronchitis or asthma (22.0%). The readmission rates for AMI, bronchitis or asthma, and TURP showed no consistent change over the 4 years. The readmission rate for uterine or adnexal procedures increased significantly between the first and second year (chi 2 = 4.28, p = 0.04) but then remained constant over the next 3 years. The mean number of physician visits increased slightly for AMI in the first year (1.92 to 2.01) and then remained virtually the same. It decreased slightly for bronchitis or asthma over the 4 years. There was no significant correlation between length of stay and readmission rates for individual hospitals in 1992-93 in any of the four categories. Also, no correlation was observed between length of stay and mean number of physician visits for individual hospitals in 1992-93 in the categories AMI and bronchitis or asthma.","Tuberculosis has increased in parallel with the acquired immunodeficiency syndrome epidemic and the use of immunosuppressive therapy, and the growing incidence of extra-pulmonary tuberculosis, especially with intestinal involvement, reflects this trend. However, the duration of anti-tuberculous therapy has not been clarified in intestinal tuberculosis.AIM: To compare the efficacy of different treatment durations in tuberculous enterocolitis in terms of response and recurrence rates. Forty patients with tuberculous enterocolitis were randomized prospectively: 22 patients into a 9-month and 18 into a 15-month group. Diagnosis was made either by colonoscopic findings of discrete ulcers and histopathological findings of caseating granuloma and/or acid-fast bacilli, or by clinical improvement after therapeutic trial. Patients were followed up with colonoscopy every other month until complete response or treatment completion, and then every 6 months for 1 year and annually. Complete response was defined as a resolution of symptoms and active tuberculosis by colonoscopy. Complete response was obtained in all patients in both groups. Two patients in the 9-month group and one in the 15-month group underwent operation due to intestinal obstruction and perianal fistula, respectively. No recurrence of active intestinal tuberculosis occurred during the follow-up period in either group.","Yes, based on the context provided, it appears that a 9-month treatment is effective in treating tuberculous enterocolitis without increasing the risk of recurrence.",yes,Tuberculous enterocolitis can be managed by 9-month chemotherapy without disease recurrence. Further investigations are needed in immunocompromised patients.,12848629,0.8802680969238281,0.6499999761581421,0.6372390985488892,129,PubMedRAG,768,2003,"['Adult', 'Antitubercular Agents', 'Colonoscopy', 'Female', 'Follow-Up Studies', 'Humans', 'Male', 'Prospective Studies', 'Recurrence', 'Treatment Outcome', 'Tuberculosis, Gastrointestinal']"
Predicting admission at triage: are nurses better than a simple objective score?,"In this single-centre prospective study, triage nurses estimated the probability of admission using a 100 mm visual analogue scale (VAS), and GAPS was generated automatically from triage data. We compared calibration using rank sum tests, discrimination using area under receiver operating characteristic curves (AUC) and accuracy with McNemar's test. Of 1829 attendances, 745 (40.7%) were admitted, not significantly different from GAPS' prediction of 750 (41.0%, p=0.678). In contrast, the nurses' mean VAS predicted 865 admissions (47.3%), overestimating by 6.6% (p<0.0001). GAPS discriminated between admission and discharge as well as nurses, its AUC 0.876 compared with 0.875 for VAS (p=0.93). As a binary predictor, its accuracy was 80.6%, again comparable with VAS (79.0%), p=0.18. In the minority of attendances, when nurses felt at least 95% certain of the outcome, VAS' accuracy was excellent, at 92.4%. However, in the remaining majority, GAPS significantly outperformed VAS on calibration (+1.2% vs +9.2%, p<0.0001), discrimination (AUC 0.810 vs 0.759, p=0.001) and accuracy (75.1% vs 68.9%, p=0.0009). When we used GAPS, but 'over-ruled' it when clinical certainty was ≥95%, this significantly outperformed either method, with AUC 0.891 (0.877-0.907) and accuracy 82.5% (80.7%-84.2%).","To determine whether decreasing lengths of stay over time for selected diagnostic categories were associated with increased hospital readmission rates and mean number of physician visits after discharge. Retrospective descriptive study. The seven large (125 beds or more) acute care hospitals in Winnipeg. Manitoba residents admitted to any one of the seven hospitals because acute myocardial infarction (AMI), bronchitis or asthma, transurethral prostatectomy (TURP) and uterine or adnexal procedures for nonmalignant disease during the fiscal years 1989-90 to 1992-93. Patients from out of province, those who died in hospital, those with excessively long stays (more than 60 days) and those who were transferred to or from another institution were excluded. Length of hospital stay, and rate of readmission within 30 days after discharge for all four categories and mean number of physician visits within 30 days after discharge for two categories (AMI and bronchitis or asthma. The length of stay decreased significantly over the 4 years for all of the four categories, the smallest change being observed for patients with AMI (11.1%) and the largest for those with bronchitis or asthma (22.0%). The readmission rates for AMI, bronchitis or asthma, and TURP showed no consistent change over the 4 years. The readmission rate for uterine or adnexal procedures increased significantly between the first and second year (chi 2 = 4.28, p = 0.04) but then remained constant over the next 3 years. The mean number of physician visits increased slightly for AMI in the first year (1.92 to 2.01) and then remained virtually the same. It decreased slightly for bronchitis or asthma over the 4 years. There was no significant correlation between length of stay and readmission rates for individual hospitals in 1992-93 in any of the four categories. Also, no correlation was observed between length of stay and mean number of physician visits for individual hospitals in 1992-93 in the categories AMI and bronchitis or asthma.","No, based on the provided context, the model developed from triage data (GAPS) is found to be superior to the nurse's estimation in terms of calibration, discrimination, and accuracy, especially in cases where clinical certainty is lower than 95%.",yes,"GAPS, a simple clinical score, is a better predictor of admission than triage nurses, unless the nurse is sure about the outcome, in which case their clinical judgement should be respected.",26864326,1.2420835494995117,1.0,0.5147395133972168,130,PubMedRAG,768,2017,"['Adult', 'Female', 'Humans', 'Male', 'Nursing Assessment', 'Patient Admission', 'Predictive Value of Tests', 'Probability', 'Prospective Studies', 'Severity of Illness Index', 'Triage']"
Is withdrawal-induced anxiety in alcoholism based on beta-endorphin deficiency?,"To investigate the relevance of the Symptom Checklist 90-R Obsessive-Compulsive subscale to cognition in individuals with brain tumor. A prospective study of patients assessed with a neuropsychological test battery. A university medical center. Nineteen adults with biopsy-confirmed diagnoses of malignant brain tumors were assessed prior to aggressive chemotherapy. Included in the assessment were the Mattis Dementia Rating Scale, California Verbal Learning Test, Trail Making Test B, Symptom Checklist 90-R, Mood Assessment Scale, Beck Anxiety Inventory, and Chronic Illness Problem Inventory. The SCL 90-R Obsessive-Compulsive subscale was not related to objective measures of attention, verbal memory, or age. It was related significantly to symptoms of depression (r = .81, P<.005), anxiety (r = .66, P<.005), and subjective complaints of memory problems (r = .75, P<.005). Multivariate analyses indicated that reported symptoms of depression contributed 66% of the variance in predicting SCL 90-R Obsessive-Compulsive Scores, whereas symptoms of anxiety contributed an additional 6% (P<.0001).","Older adults (OA) with advanced cancer (AC) undergoing phase I clinical trials (PICT) have poor prognosis. There are no studies which describe symptoms experienced by OA. Retrospective chart review of PICT participants>60 years. OA were compared by age (>65 vs 60-65) and by number of symptoms (>3 vs ≤3). N = 56. Mean age = 67.09; 48.21% female. Median life-expectancy = 5 months (interquartile range = 2-9 months); 80.36% had pain; of those 64% without pain scale. Most did not have interdisciplinary professionals or hospice referrals. Older adults with>3 symptoms had more admissions (37.5% vs 14.29%; P = .0335), complications (46.43% vs 16.07%; P = .0026), and greater decline in functional status (24 participants>3 symptoms vs 8; P = .0173). There were no significant differences comparing OA by age.","No, withdrawal-induced anxiety in alcoholism is not solely based on beta-endorphin deficiency.",yes,Our results give first evidence that lowered beta E during alcohol withdrawal may contribute to anxiety as a common disturbance during this state.,12172698,0.5796465873718262,0.698360800743103,0.6499999761581421,131,PubMedRAG,768,2002,"['Adrenocorticotropic Hormone', 'Adult', 'Alcohol Drinking', 'Alcoholism', 'Anxiety', 'Depression', 'Disruptive, Impulse Control, and Conduct Disorders', 'Female', 'Humans', 'Hydrocortisone', 'Male', 'Middle Aged', 'Substance Withdrawal Syndrome', 'Time Factors', 'beta-Endorphin']"
Does the severity of obstructive sleep apnea predict patients requiring high continuous positive airway pressure?,"To investigate polysomnographic and anthropomorphic factors predicting need of high optimal continuous positive airway pressure (CPAP). Retrospective data analysis. Three hundred fifty-three consecutive obstructive sleep apnea (OSA) patients who had a successful manual CPAP titration in our sleep disorders unit. The mean optimal CPAP was 9.5 +/- 2.4 cm H2O. The optimal CPAP pressure increases with an increase in OSA severity from 7.79 +/- 2.2 in the mild, to 8.7 +/- 1.8 in the moderate, and to 10.1 +/- 2.3 cm H2O in the severe OSA group. A high CPAP was defined as the mean + 1 standard deviation (SD;>or =12 cm H2O). The predictor variables included apnea-hypopnea index (AHI), age, sex, body mass index (BMI), Epworth Sleepiness Scale (ESS), and the Multiple Sleep Latency Test (MSLT). High CPAP was required in 2 (6.9%), 6 (5.8%), and 63 (28.6%) patients with mild, moderate, and severe OSA, respectively. On univariate analysis, AHI, BMI, ESS score, and the proportion of males were significantly higher in those needing high CPAP. They also have a lower MSLT mean. On logistic regression, the use of high CPAP was 5.90 times more frequent (95% confidence interval 2.67-13.1) in severe OSA patients after adjustment for the other variables. The area under the receiver operator curve was 72.4%, showing that the model was adequate.","The recent literature shows an increased incidence of obstructive sleep apnea (OSA) in patients with idiopathic pulmonary fibrosis (IPF). On the other hand, there are no published studies related to continuous positive airway pressure (CPAP) treatment in this patient group. Our aim was to assess the effect of CPAP on sleep and overall life quality parameters in IPF patients with OSA and to recognize and overcome possible difficulties in CPAP initiation and acceptance by these patients. Twelve patients (ten males and two females, age 67.1 ± 7.2 years) with newly diagnosed IPF and moderate to severe OSA, confirmed by overnight attended polysomnography, were included. Therapy with CPAP was initiated after a formal in-lab CPAP titration study. The patients completed the Epworth Sleepiness Scale (ESS), the Pittsburgh Sleep Quality Index (PSQI), the Functional Outcomes in Sleep Questionnaire (FOSQ), the Fatigue Severity Scale (FSS), the SF-36 quality of life questionnaire, and the Beck Depression Inventory (BDI) at CPAP initiation and after 1, 3, and 6 months of effective CPAP therapy. A statistically significant improvement was observed in the FOSQ at 1, 3, and 6 months after CPAP initiation (baseline 12.9 ± 2.9 vs. 14.7 ± 2.6 vs. 15.8 ± 2.1 vs. 16.9 ± 1.9, respectively, p = 0.02). Improvement, although not statistically significant, was noted in ESS score (9.2 ± 5.6 vs. 7.6 ± 4.9 vs. 7.5 ± 5.3 vs. 7.7 ± 5.2, p = 0.84), PSQI (10.7 ± 4.4 vs. 10.1 ± 4.3 vs. 9.4 ± 4.7 vs. 8.6 ± 5.2, p = 0.66), FSS (39.5 ± 10.2 vs. 34.8 ± 8.5 vs. 33.6 ± 10.7 vs. 33.4 ± 10.9, p = 0.44), SF-36 (63.2 ± 13.9 vs. 68.9 ± 13.5 vs. 72.1 ± 12.9 vs. 74.4 ± 11.3, p = 0.27), and BDI (12.9 ± 5.5 vs. 10.7 ± 4.3 vs. 9.4 ± 4.8 vs. 9.6 ± 4.5, p = 0.40). Two patients had difficulty complying with CPAP for a variety of reasons (nocturnal cough, claustrophobia, insomnia) and stopped CPAP use after the first month, despite intense follow-up by the CPAP clinic staff. Heated humidification was added for all patients in order to improve the common complaint of disabling nocturnal cough.","Yes, the severity of obstructive sleep apnea does predict patients requiring high continuous positive airway pressure.",maybe,"Severe OSA patients are much more likely to need high CPAP levels. However, because of the low positive predictive value (only 28.6%), the clinical value of such information is limited. ESS and MSLT did not increase the predictive value for the need for high CPAP.",16735905,0.6356103420257568,1.0,0.4730501174926758,132,PubMedRAG,768,2006,"['Body Mass Index', 'Continuous Positive Airway Pressure', 'Female', 'Humans', 'Logistic Models', 'Male', 'Middle Aged', 'Models, Theoretical', 'Polysomnography', 'Predictive Value of Tests', 'Retrospective Studies', 'Severity of Illness Index', 'Sex Factors', 'Sleep Apnea, Obstructive']"
Could ADMA levels in young adults born preterm predict an early endothelial dysfunction?,"Older adults (OA) with advanced cancer (AC) undergoing phase I clinical trials (PICT) have poor prognosis. There are no studies which describe symptoms experienced by OA. Retrospective chart review of PICT participants>60 years. OA were compared by age (>65 vs 60-65) and by number of symptoms (>3 vs ≤3). N = 56. Mean age = 67.09; 48.21% female. Median life-expectancy = 5 months (interquartile range = 2-9 months); 80.36% had pain; of those 64% without pain scale. Most did not have interdisciplinary professionals or hospice referrals. Older adults with>3 symptoms had more admissions (37.5% vs 14.29%; P = .0335), complications (46.43% vs 16.07%; P = .0026), and greater decline in functional status (24 participants>3 symptoms vs 8; P = .0173). There were no significant differences comparing OA by age.","Sporadic data present in literature report how preterm birth and low birth weight are risk factors for the development of cardiovascular diseases in later life. High levels of asymmetric dimethylarginine (ADMA), a strong inhibitor of nitric oxide synthesis, are associated with the future development of adverse cardiovascular events and cardiac death. 1) to verify the presence of a statistically significant difference between ADMA levels in young adults born preterm at extremely low birth weight (<1000 g; ex-ELBW) and those of a control group of healthy adults born at term (C) and 2) to seek correlations between ADMA levels in ex-ELBW and anthropometric and clinical parameters (gender, chronological age, gestational age, birth weight, and duration of stay in Neonatal Intensive Care Unit). Thirty-two ex-ELBW subjects (11 males [M] and 21 females [F], aged 17-29years, mean age 22.2 ± 2.3 years) were compared with 25 C (7 M and 18F). ADMA levels were assessed by high-performance liquid chromatography with highly sensitive laser fluorescent detection. ADMA levels were reduced in ex-ELBW subjects compared to C (0.606+0.095 vs 0.562+0.101 μmol/L, p<0.05), and significantly correlated inversely with gestational age (r=-0.61, p<0.00001) and birth weight (r=-0.57, p<0.0002).","Yes, lower ADMA levels in young adults born preterm may indicate an earlier onset of endothelial dysfunction as they correlate inversely with gestational age and birth weight.",yes,"Our findings reveal a significant decrease in ADMA levels of ex-ELBW subjects compared to C, underlining a probable correlation with preterm birth and low birth weight. Taken together, these results may underlie the onset of early circulatory dysfunction predictive of increased cardiovascular risk.",21420186,0.904564619064331,0.6589497923851013,0.5744379162788391,133,PubMedRAG,768,2012,"['Adolescent', 'Adult', 'Arginine', 'Early Diagnosis', 'Endothelium, Vascular', 'Female', 'Gestational Age', 'Humans', 'Infant, Extremely Low Birth Weight', 'Infant, Low Birth Weight', 'Infant, Newborn', 'Male', 'Predictive Value of Tests', 'Premature Birth', 'Vascular Diseases', 'Young Adult']"
Does anastomotic leakage affect functional outcome after rectal resection for cancer?,"Patient data were retrospectively collected from a database for gynaecological cancer procedures carried out between January 2013 and July 2015. All patients who underwent a colorectal resection during cytoreduction were included in the study. The primary outcome was anastomotic leakage in the presence or absence of a diverting stoma. Secondary outcome parameters were complications and reoperations. In the period of study, 43 major colorectal procedures were performed on 37 women. The most common colorectal procedure was low rectal resection (n = 22; 59%) followed by anterior rectal resection (n = 7; 19%) and sigmoid resection (n = 4; 11%). Five (14%) patients underwent Hartmann's procedure. In three (8%) patients, a diverting loop ileostomy was created.","Anastomotic leakage is the most threatening early complication in sphincter-preserving rectal cancer surgery. While the oncological consequences have been well examined, only few data exist about the functional outcome. We investigated continence function in 150 patients after curative sphincter-preserving rectal cancer surgery. Functional results were compared in 22 patients with a clinically relevant anastomotic leakage, confirmed radiologically or endoscopically, and 128 patients with uneventful recovery. Evaluation of continence function was based on the Cleveland Clinic Continence Score and was examined in all patients with anastomotic leakage and in 111 patients without complications 107+/-46 weeks postoperatively. Additionally, 14 patients with anastomotic leakage and 58 patients with uneventful recovery underwent anorectal manometry 26+/-15 weeks postoperatively. The continence score in patients after anastomotic leakage did not differ significantly from that in patients without complications. Sphincter function was similar. Maximum tolerable volume and rectal compliance were slightly but not significantly worse after leakage.",No significant difference in continence scores or sphincter function was observed between patients who experienced anastomotic leakage following rectal resection for cancer and those who had uneventful recoveries.,no,Continence function remained undisturbed after anastomotic leakage due to rectal resection,12607120,1.0442616939544678,0.9233567714691162,0.7456245422363281,134,PubMedRAG,768,2003,"['Anastomosis, Surgical', 'Fecal Incontinence', 'Female', 'Humans', 'Male', 'Manometry', 'Middle Aged', 'Postoperative Complications', 'Rectal Neoplasms', 'Rectum', 'Statistics, Nonparametric', 'Surgical Wound Dehiscence', 'Surveys and Questionnaires', 'Treatment Failure']"
Do family physicians know the costs of medical care?,"To determine the cost of 46 commonly used investigations and therapies and to assess British Columbia family doctors' awareness of these costs. Mailed survey asking about costs of 23 investigations and 23 therapies relevant to family practice. A random sample of 600 doctors was asked to report their awareness of costs and to estimate costs of the 46 items. British Columbia. Six hundred family physicians. Estimates within 25% of actual cost were considered correct. Associations between cost awareness and respondents'characteristics (eg, sex, practice location) were sought. Degree of error in estimates was also assessed. Overall, 283 (47.2%) surveys were returned and 259 analyzed. Few respondents estimated costs within 25% of true cost, and estimates were highly variable. Physicians underestimated costs of expensive drugs and laboratory investigations and overestimated costs of inexpensive drugs. Cost awareness did not correlate with sex, practice location, College certification, faculty appointment, or years in practice.","Governments are urged to determine methods to control the use of medical resources and curb the rise of healthcare costs. The question is, do health behaviors have an impact on the use of medical resources? This study aims to identify and understand the difference in the number of outpatient visits and health examinations based on various health behaviors and to determine whether patients seek medical care for illness from the same physicians. This study used the dataset derived from the Department of Budget, Accounting and Statistics of Kaohsiung, Taiwan in 2005. Persons older than 15 years were surveyed using an on-site questionnaire. A total of 2911 persons were enrolled in this study. Independent t-tests, chi-square tests, one-way ANOVA, multiple linear regression and binominal logistic regression were used in the data analysis. The regression model for the frequency of doctor visits, health examinations, and whether the same physician is sought for medical care has demonstrated significant correlations with gender, age and education-level variables. Four health behaviors (i.e., exercise habits, dietary habits, regular blood pressure measurement, drinking habits) exhibited a significant correlation with healthcare utilization (P<0.05).","No, based on the context provided by the two medical abstracts, it appears that family physicians generally do not accurately know the costs of medical care.",no,Family doctors in British Columbia have little awareness of the costs of medical care.,15000338,0.7948846817016602,0.9997240900993347,0.5506770610809326,135,PubMedRAG,768,2004,"['Awareness', 'British Columbia', 'Clinical Laboratory Techniques', 'Diagnostic Imaging', 'Fees, Medical', 'Fees, Pharmaceutical', 'Female', 'Health Care Costs', 'Health Care Surveys', 'Humans', 'Male', 'Physicians, Family', ""Practice Patterns, Physicians'""]"
Combining process indicators to evaluate quality of care for surgical patients with colorectal cancer: are scores consistent with short-term outcome?,"To determine if composite measures based on process indicators are consistent with short-term outcome indicators in surgical colorectal cancer care. Longitudinal analysis of consistency between composite measures based on process indicators and outcome indicators for 85 Dutch hospitals. The Dutch Surgical Colorectal Audit database, the Netherlands. 4732 elective patients with colon carcinoma and 2239 with rectum carcinoma treated in 85 hospitals were included in the analyses. All available process indicators were aggregated into five different composite measures. The association of the different composite measures with risk-adjusted postoperative mortality and morbidity was analysed at the patient and hospital level. At the patient level, only one of the composite measures was negatively associated with morbidity for rectum carcinoma. At the hospital level, a strong negative association was found between composite measures and hospital mortality and morbidity rates for rectum carcinoma (p<0.05), and hospital morbidity rates for colon carcinoma.","The validity of quality of care measurement has important implications for practicing clinicians, their patients, and all involved with health care delivery. We used empirical data from managed care patients enrolled in west coast physician organizations to test the hypothesis that observed changes in health-related quality of life across a 2.5-year window reflecting process of care.DATA SOURCES/ Patient self-report data as well as clinically detailed medical record review regarding 963 patients with chronic disease associated with managed care from three west coast states. Prospective cohort study of change in health-related quality of life scores across 30 months as measured by change in SF-12 physical component scores.DATA COLLECTION/ Patient self-report and medical record abstraction. We found a positive relationship between better process scores and higher burden of illness (p<.05). After adjustment for burden of illness, using an instrumental variables approach revealed better process is associated with smaller declines in SF-12 scores across a 30-month observation window (p=.014). The application of the best quartile of process of care to patients currently receiving poor process is associated with a 4.24 increment in delta SF-12-physical component summary scores.","Yes, combining process indicators can be consistent with short-term outcomes in evaluating quality of care for surgical patients with colorectal cancer.",maybe,"For individual patients, a high score on the composite measures based on process indicators is not associated with better short-term outcome. However, at the hospital level, a good score on the composite measures based on process indicators was consistent with more favourable risk-adjusted short-term outcome rates.",22491528,0.6765847206115723,1.0,0.5739539861679077,136,PubMedRAG,768,2012,"['Colorectal Neoplasms', 'Databases, Factual', 'Female', 'Hospitals, Public', 'Humans', 'Longitudinal Studies', 'Male', 'Netherlands', 'Outcome Assessment (Health Care)', 'Quality Assurance, Health Care', 'Quality Indicators, Health Care', 'Surgical Procedures, Operative']"
